시군명,사업장명,소재지우편번호,소재지도로명주소,소재지지번주소,인허가일자,영업상태명,폐업일자,의료기관종별명,병상수(개),의료인수(명),입원실수(개),진료과목내용,연면적(㎡),WGS84위도,WGS84경도
남양주,남양주21세기병원,12133,경기도 남양주시 진건읍 사릉로442번길 15,경기도 남양주시 진건읍 용정리 769번지 3호,2012-01-13,영업/정상,,병원,75,6,16,"내과, 외과, 정형외과, 신경외과, 피부과, 영상의학과, 재활의학과",2118.85,37.6587615644,127.1771754920
남양주,남양주백병원,12066,"경기도 남양주시 진접읍 해밀예당1로 30-25, 2층~10층",경기도 남양주시 진접읍 금곡리 1083번지 5호 2층~10층,2004-10-12,영업/정상,,병원,109,75,33,"내과, 신경과, 외과, 정형외과, 마취통증의학과, 영상의학과, 가정의학과, 응급의학과",5729,37.7112924853,127.1876351874
남양주,진접 한양병원,12067,"경기도 남양주시 진접읍 해밀예당1로 28, 진접농협 2층, 3층",경기도 남양주시 진접읍 연평리 56 진접농협,2022-01-24,영업/정상,,병원,54,25,28,"내과, 외과, 정형외과, 신경외과, 영상의학과, 한방내과, 한방부인과, 한방소아과, 한방재활의학과, 사상체질과, 침구과",4931,37.7112615592,127.1861717495
남양주,혜성병원,12218,"경기도 남양주시 경춘로1308번길 4, 1층일부~10층 (평내동)",경기도 남양주시 평내동 200-1,2024-01-25,영업/정상,,병원,147,71,48,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과",5193.36,37.6501069941,127.2383376486
남양주,엘병원,12122,"경기도 남양주시 퇴계원읍 퇴계원로 20, 지하2~지상7층 일부제외호",경기도 남양주시 퇴계원읍 퇴계원리 218-20,2021-03-04,영업/정상,,병원,156,106,44,"내과, 신경과, 외과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 재활의학과, 가정의학과, 응급의학과, 구강악안면외과, 치과교정과, 치주과, 치과보존과, 구강내과",7753.92,37.6487786897,127.1411136554
남양주,국민최상병원,12218,경기도 남양주시 경춘로 1342 (평내동),경기도 남양주시 평내동 129-8,2023-12-21,영업/정상,,병원,40,20,13,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 피부과, 영상의학과, 재활의학과, 가정의학과",1684.51,37.6521946812,127.2408697010
남양주,다산의료소비자생활협동조합정석소아청소년과병원,12054,"경기도 남양주시 진접읍 해밀예당1로 221, 6,7,8층 (지안빌딩)","경기도 남양주시 진접읍 금곡리 1021번지 2호 지안빌딩6층,7층,8층",2013-10-01,영업/정상,,병원,34,9,17,"소아청소년과, 이비인후과",1693.68,37.7206422608,127.2027327207
남양주,원병원,12179,경기도 남양주시 화도읍 경춘로 1943-16,경기도 남양주시 화도읍 창현리 495번지 3호,1997-03-15,영업/정상,,병원,151,44,43,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 영상의학과, 진단검사의학과, 가정의학과",9993.84,37.6519114852,127.3043775936
남양주,서울병원,12125,경기도 남양주시 퇴계원읍 도제원로 32,경기도 남양주시 퇴계원면 퇴계원리 249-4 외2필지,2007-12-14,취소/말소/만료/정지/중지,2013-01-17,병원,116,20,23,"내과, 신경과, 외과, 정형외과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 재활의학과, 한방내과, 한방재활의학과, 사상체질과, 침구과",2505.08,37.6509807113,127.1450027446
남양주,나래병원,12122,경기도 남양주시 퇴계원읍 퇴계원로 20,경기도 남양주시 퇴계원면 퇴계원리 218-20,2007-03-26,폐업,2010-12-08,병원,68,7,12,"내과, 정형외과, 재활의학과",1571,37.6487786897,127.1411136554
남양주,현대병원,12013,,"경기도 남양주시 진접읍 장현리 663,659-3",2002-01-21,폐업,2009-12-31,병원,257,157,68,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 피부과, 비뇨의학과, 영상의학과, 진단검사의학과, 응급의학과",6606.88,37.7154360459,127.1799591601
남양주,의료법인유라의료재단 온누리병원,12122,경기도 남양주시 퇴계원읍 퇴계원로 20,경기도 남양주시 퇴계원읍 퇴계원리 218번지 20호,2010-12-08,폐업,2015-11-12,병원,68,7,12,"내과, 정형외과, 재활의학과, 가정의학과",1525.58,37.6487786897,127.1411136554
남양주,남양주서울병원,12113,"경기도 남양주시 순화궁로 116, 5층 (별내동)",경기도 남양주시 별내동 998번지 남양주 별내 노블레스,2017-11-27,폐업,2018-04-10,병원,38,3,10,"내과, 소아청소년과, 이비인후과, 피부과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",1152.88,37.6430559536,127.1211801001
남양주,국민병원,12218,경기도 남양주시 경춘로1308번길 4 (평내동),경기도 남양주시 평내동 200-1번지,2016-08-26,폐업,2024-01-08,병원,200,20,41,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 재활의학과, 응급의학과",5681,37.6501069941,127.2383376486
남양주,마석서울병원,472-848,"경기도 남양주시 화도읍 비룡로 2 (1층,4층)","경기도 남양주시 화도읍 창현리 503번지 9호 외3, 1층,4층",2009-11-09,폐업,2013-12-09,병원,31,5,7,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 재활의학과",1142.1,37.6524567774,127.3016667255
남양주,시티병원,472-935,경기도 남양주시 경춘로1308번길 4 (평내동),경기도 남양주시 평내동 200번지 1호,2012-07-12,폐업,2014-05-23,병원,200,72,41,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 가정의학과, 응급의학과, 한방내과, 침구과",6668.13,37.6501069941,127.2383376486
동두천시,동두천중앙성모병원,11326,경기도 동두천시 동광로 53 (생연동),경기도 동두천시 생연동 577-4번지,2007-08-31,영업/정상,,병원,172,36,37,"내과, 신경과, 외과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 가정의학과, 응급의학과",6221.5,37.9088541736,127.0540469152
동두천시,동두천성모병원,483-030,경기도 동두천시 강변로 422 (생연동),경기도 동두천시 생연동 826번지 11호,2003-04-16,폐업,2015-06-21,병원,99,6,26,"내과, 외과, 정형외과, 신경외과, 가정의학과",3582.24,37.9068599484,127.0510558433
부천시,서울여성병원,14544,"경기도 부천시 원미구 길주로 84, 1~7층,8층 일부, 서울여성병원 / 길주로 74 3층 일부 (건강검진센터)  (상동)","경기도 부천시 원미구 상동 544번지 2호 1~7층, 8층 일부, 서울여성병원 / 상동 548-7, 3층 일부 (건강검진센터)",2005-09-08,영업/정상,,병원,91,75,56,"내과, 외과, 마취통증의학과, 산부인과, 소아청소년과, 가정의학과",16242.5,37.5052427462,126.7516000019
부천시,디딤병원,14634,"경기도 부천시 원미구 부천로29번길 7, 부천메디컬프라자 5~10층 (심곡동)",경기도 부천시 원미구 심곡동 177번지 1호 부천메디컬프라자 5~10층,2018-12-03,영업/정상,,병원,53,22,16,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 이비인후과, 피부과, 영상의학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과, 응급의학과, 예방의학과",1961.11,37.4868876382,126.7829796336
부천시,건주병원,14679,"경기도 부천시 소사구 경인로536번길 27, 메디슨167 3,4,5층 (괴안동)","경기도 부천시 소사구 괴안동 167 3,4,5층",2021-04-26,영업/정상,,병원,61,29,18,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 영상의학과, 재활의학과, 가정의학과",3509.91,37.4847284453,126.8155758426
부천시,부천21세기병원,14725,"경기도 부천시 소사구 경인로 180, 2층,3층 (심곡본동)","경기도 부천시 소사구 심곡본동 560-9번지 2층,3층",2010-05-24,영업/정상,,병원,57,37,17,"외과, 정형외과, 신경외과, 마취통증의학과, 영상의학과",2706,37.4835769738,126.7751502849
부천시,부천서울어린이병원,14542,"경기도 부천시 원미구 송내대로265번길 19, 4,5층 (상동, 대신프라자)",경기도 부천시 원미구 상동 538-3번지,2012-03-16,영업/정상,,병원,50,22,33,"내과, 신경과, 외과, 정형외과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 병리과, 진단검사의학과, 가정의학과",1494.52,37.5064811486,126.7578783424
부천시,인본병원,14545,"경기도 부천시 원미구 상동로 90, 메가플러스빌딩 504,504-2,505,508일부호 (상동)","경기도 부천시 원미구 상동 541번지 1호 504,504-2,505,508일부호",2015-03-02,영업/정상,,병원,48,32,12,"내과, 신경과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 영상의학과",1807.9,37.5051300224,126.7537281611
부천시,초앤유여성병원,14548,경기도 부천시 원미구 중동로248번길 19 (중동),경기도 부천시 원미구 중동 1151-6번지,2004-05-25,영업/정상,,병원,43,15,23,"산부인과, 소아청소년과",3154.1,37.5019133893,126.7697801383
부천시,연세제일병원,14481,"경기도 부천시 원미구 삼작로 252, 정남프라자 2층일부,5층 (도당동)","경기도 부천시 원미구 도당동 58번지 2호 정남프라자 2층일부, 5층",2019-07-01,영업/정상,,병원,51,5,15,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 재활의학과, 가정의학과",1510,37.5199343879,126.7894985392
부천시,현병원,14455,경기도 부천시 오정구 부천로 392 (내동),경기도 부천시 오정구 내동 314-2번지,2005-11-15,영업/정상,,병원,36,2,11,"내과, 외과, 정형외과, 신경외과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 가정의학과, 한방내과",1651.93,37.5190689377,126.7849916067
부천시,생생병원,14704,"경기도 부천시 소사구 경인옛로 3 (소사본동, 소사메디파크 5~8층)",경기도 부천시 소사구 소사본동 70번지 소사메디파크 5~8층,2016-09-21,영업/정상,,병원,64,53,15,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과",2442.64,37.4819286036,126.7931838853
부천시,부천중앙병원,14427,"경기도 부천시 오정구 소사로 797 (원종동, 지하1일부,1,2,3,4층)","경기도 부천시 오정구 원종동 230번지 3호 지하1일부,1,2,3,4층",2009-03-12,영업/정상,,병원,54,10,12,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 영상의학과, 병리과, 재활의학과, 가정의학과, 응급의학과",1626.29,37.5271980864,126.8044478015
부천시,더만족병원,14530,경기도 부천시 원미구 계남로 310 (중동),경기도 부천시 원미구 중동 1086번지 4호 하이병원,2010-10-01,영업/정상,,병원,64,37,16,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과",2695.6,37.5031495814,126.7817606485
부천시,스마튼병원,14534,"경기도 부천시 원미구 신흥로 240 (중동, 스마튼병원)",경기도 부천시 원미구 중동 1061번지 6호,2013-12-30,영업/정상,,병원,52,23,11,"내과, 신경과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 가정의학과",2405.03,37.5049897432,126.7760860159
부천시,예손병원,14555,"경기도 부천시 원미구 부천로 206 (춘의동, 다성빌딩)",경기도 부천시 원미구 춘의동 164-3번지 외 1필지,2006-11-24,영업/정상,,병원,180,151,64,"내과, 신경과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 진단검사의학과, 재활의학과",10411.67,37.5025800399,126.7874342413
부천시,연세본사랑병원,14633,"경기도 부천시 원미구 장말로 376, 지하1,2층 지상2~10층 (심곡동)","경기도 부천시 원미구 심곡동 355-1 지하1,2층 지상2~10층",2003-04-15,영업/정상,,병원,122,95,36,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 가정의학과",8347.78,37.4897849896,126.7836419533
부천시,휴앤유병원,14736,"경기도 부천시 소사구 심곡로10번길 63, 휴앤유병원 (송내동)",경기도 부천시 소사구 송내동 576번지 2호 휴앤유병원,2008-01-09,영업/정상,,병원,214,79,49,"신경과, 정신건강의학과, 재활의학과",7852.98,37.4830020422,126.7725317602
부천시,오정본병원,14427,"경기도 부천시 오정구 소사로 801, ,소사로 802-1(성운빌딩.401호) (원종동)","경기도 부천시 오정구 원종동 230번지 17호 ,원종동 231-14 성운빌딩 401호",2014-10-07,영업/정상,,병원,51,22,12,"내과, 정형외과, 영상의학과, 가정의학과",2191.22,37.5276397880,126.8044550175
부천시,사단법인누가참빛병원,14480,"경기도 부천시 원미구 수도로 202, 은성프라자 1층일부, 2층일부, 3층 (도당동)","경기도 부천시 원미구 도당동 43-3 은성프라자 1층일부, 2층일부, 3층",2022-02-11,영업/정상,,병원,50,7,17,"내과, 신경과, 정형외과, 가정의학과, 침구과",1676.35,37.5196164282,126.7875891128
부천시,부천중앙병원,14427,"경기도 부천시 오정구 소사로 797 (원종동, 지하1일부,1,2,3,4층)","경기도 부천시 오정구 원종동 230번지 3호 지하1일부,1,2,3,4층",2009-03-12,영업중,,병원,54,10,12,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 영상의학과, 병리과, 재활의학과, 가정의학과, 응급의학과",1626.29,37.5271980864,126.8044478015
부천시,초앤유여성병원,14548,경기도 부천시 원미구 중동로248번길 19 (중동),경기도 부천시 원미구 중동 1151-6번지,2004-05-25,영업중,,병원,43,15,23,"산부인과, 소아청소년과",3154.1,37.5019133893,126.7697801383
부천시,스마튼병원,14534,"경기도 부천시 원미구 신흥로 240 (중동, 스마튼병원)",경기도 부천시 원미구 중동 1061번지 6호,2013-12-30,영업중,,병원,52,23,11,"내과, 신경과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 가정의학과",2405.03,37.5049897432,126.7760860159
부천시,오정본병원,14427,"경기도 부천시 오정구 소사로 801, ,소사로 802-1(성운빌딩.401호) (원종동)","경기도 부천시 오정구 원종동 230번지 17호 ,원종동 231-14 성운빌딩 401호",2014-10-07,영업중,,병원,51,22,12,"내과, 정형외과, 영상의학과, 가정의학과",2191.22,37.5276397880,126.8044550175
부천시,사단법인누가참빛병원,14480,"경기도 부천시 원미구 수도로 202, 은성프라자 1층일부, 2층일부, 3층 (도당동)","경기도 부천시 원미구 도당동 43-3 은성프라자 1층일부, 2층일부, 3층",2022-02-11,영업중,,병원,50,7,17,"내과, 신경과, 정형외과, 가정의학과, 침구과",1676.35,37.5196164282,126.7875891128
부천시,보아스의료소비자생활협동조합보아스병원,14544,"경기도 부천시 원미구 소향로 11, 2층  201~206,202-1,203-1,204-1호 (상동, 208~212,213호일부,214호)",경기도 부천시 원미구 상동 547-1번지,2014-10-08,폐업,2015-12-29,병원,80,8,13,"내과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 재활의학과, 가정의학과, 구강내과, 한방내과",1538.31,37.5044135609,126.7487684905
부천시,생명제일병원,421-810,경기도 부천시 오정구 평천로 724 (삼정동),경기도 부천시 삼정동,2007-02-21,폐업,2012-12-12,병원,101,4,15,"내과, 소아청소년과, 이비인후과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방재활의학과, 침구과",1981.51,37.5148563648,126.7711816338
부천시,센트로병원,14473,"경기도 부천시 오정구 소사로 694, 성진프라자 2층,3층,4층,6층일부 (원종동)","경기도 부천시 오정구 원종동 371번지 2호 성진프라자,2층,3층,4층,6층일부",2007-06-29,폐업,2022-07-01,병원,59,9,13,"내과, 신경과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 병리과, 재활의학과",1792.08,37.5179724719,126.8051558241
부천시,청청인병원,420-825,"경기도 부천시 원미구 부일로 522 (1,2,3,7,8층 )호 (심곡동)","경기도 부천시 원미구 심곡동 129-3번지 (1,2,3,7,8층 )호",2008-10-17,폐업,2010-07-01,병원,240,12,41,"내과, 외과, 마취통증의학과, 재활의학과, 가정의학과",5504.45,37.4848896105,126.7879416273
부천시,의료법인송하의료재단베스티안부천병원,14725,"경기도 부천시 소사구 심곡로10번길 68 (송내동, 베스티안병원)",경기도 부천시 소사구 송내동 577번지 2호,2003-12-02,폐업,2022-03-31,병원,61,23,19,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 진단검사의학과, 재활의학과, 가정의학과, 응급의학과",3810.99,37.4836847287,126.7721518848
부천시,푸른병원,420-845,경기도 부천시 원미구 부일로 362 (중동),경기도 부천시 원미구 중동 797-2번지,2006-08-01,폐업,2015-01-01,병원,87,5,19,"내과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과",2202.03,37.4874942911,126.7701806811
부천시,예은병원,14543,"경기도 부천시 원미구 길주로 91, 3,4층 (상동, 비잔티움)",경기도 부천시 원미구 상동 534-6번지,2007-12-06,폐업,2018-07-11,병원,120,17,25,"신경과, 재활의학과, 가정의학과",2509.9,37.5063755894,126.7525730276
부천시,고운여성병원,14569,"경기도 부천시 원미구 부천로 110-1, 2~6층 (원미동)",경기도 부천시 원미구 원미동 111-3번지,2007-02-22,폐업,2024-03-01,병원,40,7,21,"내과, 외과, 성형외과, 산부인과, 소아청소년과, 피부과",1639.03,37.4940588138,126.7853658614
부천시,새울병원,14774,"경기도 부천시 소사구 소사로 80, 한일프라자 2,3,4,5,6층 (소사본동)","경기도 부천시 소사구 소사본동 404-4 한일프라자 2,3,4,5,6층",2012-11-29,폐업,2024-02-29,병원,39,10,12,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 가정의학과",1643.15,37.4660007599,126.7990784049
부천시,상동서울병원,14544,"경기도 부천시 원미구 소향로 11, 2층 201~206,202-1,203-1,204-1호 (상동, 208~214호, 코오롱이데아폴리스)",경기도 부천시 원미구 상동 547-1번지,2015-12-31,폐업,2017-06-21,병원,80,3,13,"내과, 이비인후과, 피부과, 비뇨의학과, 재활의학과, 가정의학과, 한방내과, 구강내과",1613.25,37.5044135609,126.7487684905
부천시,의료법인석경의료재단중동연세병원,14534,"경기도 부천시 원미구 길주로 319, 201호,301호,401호,502호,504호 (중동)",경기도 부천시 원미구 중동 1079-3번지,2004-04-12,폐업,2019-03-13,병원,96,4,21,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 병리과, 재활의학과, 응급의학과, 예방의학과",2186.74,37.5032986214,126.7781161926
부천시,고운여성병원,14569,"경기도 부천시 원미구 부천로 110-1, 2~6층 (원미동)",경기도 부천시 원미구 원미동 111-3번지,2007-02-22,폐업,2024-03-01,병원,40,7,21,"내과, 외과, 성형외과, 산부인과, 소아청소년과, 피부과",1639.03,37.4940588138,126.7853658614
부천시,유나이티드중동병원,420-851,"경기도 부천시 원미구 부흥로303번길 6, 3,4층 (중동, 상록빌딩)",경기도 부천시 중동 1122-1번지 상록빌딩3.4층,2012-05-01,폐업,2014-01-01,병원,31,8,8,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 가정의학과",1293.5,37.4948620331,126.7766475985
부천시,새울병원,14774,"경기도 부천시 소사구 소사로 80, 한일프라자 2,3,4,5,6층 (소사본동)","경기도 부천시 소사구 소사본동 404-4 한일프라자 2,3,4,5,6층",2012-11-29,폐업,2024-02-29,병원,39,10,12,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 가정의학과",1643.15,37.4660007599,126.7990784049
부천시,재단법인대성재단디에스병원,14578,"경기도 부천시 원미구 부흥로 377, DS병원 (심곡동)",경기도 부천시 원미구 심곡동 106 DS병원,2006-03-15,폐업,2023-03-31,병원,153,15,29,"내과, 정형외과, 영상의학과, 진단검사의학과",4840.79,37.4919108853,126.7834293450
부천시,늘푸른의료소비자생활협동조합프리모병원,14546,"경기도 부천시 원미구 석천로177번길 39, 3,8,9,10층 (중동)",경기도 부천시 원미구 중동 1167-1번지,2008-04-04,폐업,2015-09-16,병원,142,3,19,"내과, 신경과, 재활의학과, 가정의학과, 한방내과",1685.9,37.5033709106,126.7606583714
성남시,성모윌병원,13313,"경기도 성남시 수정구 성남대로 1171, 삼성화재빌딩 1층일부, 2~9층 (수진동)","경기도 성남시 수정구 수진동 4624번지 삼성화재빌딩 1층일부, 2~9층",2017-08-09,영업/정상,,병원,110,90,23,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 영상의학과, 진단검사의학과, 가정의학과, 응급의학과",4437.81,37.4344596702,127.1282587244
성남시,분당베스트병원,13506,"경기도 성남시 분당구 성남대로926번길 6, 701,801호 (야탑동, 야탑대덕프라자)","경기도 성남시 분당구 야탑동 361번지 5호 야탑 대덕프라자 701호, 801호",2012-07-13,영업/정상,,병원,149,49,29,"재활의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",4326.15,37.4121918299,127.1298830229
성남시,바른세상병원,13497,"경기도 성남시 분당구 야탑로75번길 5, 중앙빌딩 지1~5층 (야탑동)",경기도 성남시 분당구 야탑동 355-5번지 중앙빌딩 지1~5층,2006-02-01,영업/정상,,병원,179,155,41,"내과, 신경과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 재활의학과, 가정의학과",19750.09,37.4103073368,127.1268187156
성남시,분당제일여성병원,13590,"경기도 성남시 분당구 서현로180번길 27, 1~6층 (서현동, 분당제일여성병원)",경기도 성남시 분당구 서현동 260-1번지 분당제일여성병원 1~6층,2006-08-07,영업/정상,,병원,97,169,62,"내과, 외과, 산부인과, 소아청소년과, 영상의학과",5125.07,37.3869547945,127.1218172147
성남시,미라클 병원,13505,"경기도 성남시 분당구 매화로 39, 광명조합상가 2~5층 (야탑동)",경기도 성남시 분당구 야탑동 382-8 광명조합상가,2023-09-25,영업/정상,,병원,60,6,28,"정형외과, 가정의학과",3647,37.4110764276,127.1335158232
성남시,서울나우병원,13591,"경기도 성남시 분당구 분당로 43, 나우빌딩 5~11층,12일부층 (서현동)","경기도 성남시 분당구 서현동 267-3번지 나우빌딩 5~11층,12일부층",2003-03-17,영업/정상,,병원,64,69,17,"내과, 신경과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 재활의학과, 가정의학과",4203.98,37.3840744104,127.1202615398
성남시,분당러스크재활병원,13558,"경기도 성남시 분당구 정자일로156번길 6, 3~8층 (정자동, 뉴본타워)",경기도 성남시 분당구 정자동 155-1번지 뉴본타워 3~8층,2006-11-15,영업/정상,,병원,189,81,43,"내과, 신경과, 정형외과, 신경외과, 재활의학과, 가정의학과",4397.6,37.3639821050,127.1063143634
성남시,의료법인 본플러스재단 분당병원,13558,"경기도 성남시 분당구 정자로 13, 801,704호 (정자동, 월드비터)","경기도 성남시 분당구 정자동 155-2번지 월드비터 801,704호",2004-02-04,영업/정상,,병원,31,13,10,"정형외과, 소아청소년과, 영상의학과, 진단검사의학과",1012,37.3637207088,127.1063157290
성남시,휴엔병원,13345,"경기도 성남시 수정구 산성대로 241, 9,10,11,12층 (신흥동)","경기도 성남시 수정구 신흥동 4491번지 10,11,12층",2014-05-08,영업/정상,,병원,180,14,34,"내과, 신경과, 정신건강의학과, 소아청소년과",2481.88,37.4403028215,127.1436264603
성남시,지우병원,13290,경기도 성남시 수정구 수정로 183 (태평동),"경기도 성남시 수정구 태평동 7288번지 16호 지하1,2~5층",2016-01-05,영업/정상,,병원,60,22,18,"내과, 신경과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 가정의학과",2256.17,37.4437266175,127.1401848221
성남시,분당척병원,13506,"경기도 성남시 분당구 성남대로 932, 1~9층 (야탑동)",경기도 성남시 분당구 야탑동 360-5,2010-01-11,영업/정상,,병원,81,80,20,"정형외과, 신경외과, 마취통증의학과, 영상의학과, 재활의학과, 가정의학과",5324.13,37.4128839661,127.1292694006
성남시,곽여성병원,13310,경기도 성남시 수정구 수정로 91 (태평동),"경기도 성남시 수정구 태평1동 6450번지 외 1필지, 6452번지",2005-02-17,영업/정상,,병원,138,31,89,"내과, 외과, 정형외과, 마취통증의학과, 산부인과, 소아청소년과, 피부과, 가정의학과",1961,37.4407761895,127.1304657710
성남시,태평서울병원,13313,"경기도 성남시 수정구 성남대로 1219, 지층~5층 (수진동)",경기도 성남시 수정구 수진동 4553 지층~5층,2005-02-17,영업/정상,,병원,59,22,26,"내과, 정형외과, 소아청소년과, 이비인후과, 피부과, 가정의학과, 예방의학과, 한방내과, 한방소아과, 한방안·이비인후·피부과, 사상체질과, 침구과",3209.14,37.4386304277,127.1274354979
성남시,바른마디병원,13182,경기도 성남시 중원구 광명로 330 (금광동),경기도 성남시 중원구 금광동 1349,2013-12-02,영업/정상,,병원,82,52,19,"내과, 신경과, 외과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 영상의학과, 진단검사의학과, 재활의학과, 가정의학과",3357.63,37.4452618884,127.1625730414
성남시,사랑의병원,13524,"경기도 성남시 분당구 분당내곡로 151, 6, 7층 (삼평동)",경기도 성남시 분당구 삼평동 656,2013-09-10,영업/정상,,병원,50,16,13,"내과, 외과, 이비인후과, 피부과, 가정의학과, 예방의학과",1220.12,37.3973806137,127.1125004928
성남시,위례재활의학과병원,13647,"경기도 성남시 수정구 위례서일로 6, 6층~9층 (창곡동)",경기도 성남시 수정구 창곡동 559-1번지 6층~9층,2020-04-23,영업/정상,,병원,134,62,36,"신경과, 재활의학과",3423.56,37.4656011892,127.1366988497
성남시,연세스타병원,13353,"경기도 성남시 수정구 산성대로 267, 5층 일부, 6층 (신흥동)",경기도 성남시 수정구 신흥동 4124번지,2020-05-07,영업/정상,,병원,58,23,17,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 재활의학과",2281,37.4413298775,127.1464590420
성남시,으뜸병원,13376,"경기도 성남시 중원구 성남대로 1133, 성남 메트로칸 3,4층 (성남동)","경기도 성남시 중원구 성남동 4169번지 성남 메트로칸 3,4층",2012-07-16,영업/정상,,병원,38,10,7,"내과, 정형외과, 신경외과, 영상의학과",1234.93,37.4310446605,127.1286373101
성남시,바른마디병원,13182,경기도 성남시 중원구 광명로 330 (금광동),경기도 성남시 중원구 금광동 1349,2013-12-02,영업중,,병원,82,52,19,"내과, 신경과, 외과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 영상의학과, 진단검사의학과, 재활의학과, 가정의학과",3357.63,37.4452618884,127.1625730414
성남시,라파엘병원,463-811,"경기도 성남시 분당구 성남대로 385, 7,8층 (정자동, 분당클리닉빌딩)","경기도 성남시분당구 정자동 15번지 2호 분당클리닉빌딩 7층,8층",2006-06-16,폐업,2011-06-16,병원,44,8,10,"내과, 신경과, 정형외과, 신경외과, 소아청소년과, 영상의학과, 재활의학과",1200.48,37.3705571519,127.1075110479
성남시,순병원,13627,"경기도 성남시 분당구 미금일로90번길 32, 301~330호. 337~341호 (구미동, Well Park)",경기도 성남시 분당구 구미동 30번지 Well Park 301~330호. 337~341호,2012-05-04,폐업,2018-06-01,병원,39,7,14,"내과, 신경과, 외과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 영상의학과, 재활의학과",1700.3,37.3489427626,127.1104688520
성남시,보바스어린이병원,463-811,"경기도 성남시 분당구 성남대로 385, 7,8,9층 702~704호 (정자동, 분당클리닉)","경기도 성남시 분당구 정자동 15번지 2호 분당클리닉 7층(702,703,704호),8층,9층",2006-10-16,폐업,2014-07-26,병원,49,16,9,재활의학과,1907.59,37.3705571519,127.1075110479
성남시,의료법인 신창의료재단 분당에이치병원,13595,"경기도 성남시 분당구 백현로 97, 수내동 다운타운 1004호, 1005호, 1101호 일부, 1104호 (수내동)",경기도 성남시 분당구 수내동 22-3 수내동 다운타운,2004-06-08,폐업,2023-09-01,병원,39,19,15,"내과, 정형외과, 영상의학과, 재활의학과, 가정의학과, 직업환경의학과",2032.92,37.3768525331,127.1113749843
